,overall_qual,year_built,roof_style,roof_matl,mas_vnr_area,exter_cond,bsmt_exposure,total_bsmt_sf,gr_liv_area,full_bath,kitchen_qual,garage_area,paved_drive,saleprice,attached_garage,has_basement,offsite_feature,residential_low,residential_other,floating_village,hillside,banked,culdesac,northridge,northridge_hts,briardale
203,6,1954,1,0,176.0,4,0.0,1050.0,1050,1,3,286.0,1,156000,1.0,1,0,1,0,0,0,0,0,0,0,0
204,4,1957,1,0,0.0,3,0.0,907.0,907,1,2,352.0,1,109008,0.0,1,0,1,0,0,0,0,0,0,0,0
205,2,1939,0,0,0.0,3,0.0,0.0,845,1,2,256.0,0,68104,0.0,0,0,0,1,0,0,0,0,0,0,0
206,8,1995,0,0,466.0,3,0.0,1242.0,2501,2,3,751.0,1,290000,1.0,1,0,1,0,0,0,0,1,1,0,0
207,4,1937,0,0,0.0,3,0.0,348.0,906,1,2,231.0,1,87000,0.0,1,0,1,0,0,0,1,0,0,0,0
208,7,2005,0,0,0.0,3,0.0,1336.0,1336,2,3,502.0,1,198000,1.0,1,0,1,0,0,0,0,0,0,0,0
209,4,1940,0,0,0.0,4,0.0,801.0,1656,2,2,440.0,1,119164,0.0,1,0,0,1,0,0,0,0,0,0,0
210,5,1954,0,0,0.0,3,0.0,0.0,1124,1,2,0.0,0,93000,0.0,0,0,1,0,0,0,0,0,0,0,0
211,7,2000,0,0,647.0,3,0.0,982.0,1892,2,2,431.0,1,226750,1.0,1,0,1,0,0,0,0,0,0,0,0
212,3,1900,0,0,0.0,3,0.0,978.0,1699,2,2,420.0,1,95000,0.0,1,0,1,0,0,0,1,0,0,0,0
213,4,1940,0,0,0.0,3,0.0,672.0,672,1,2,308.0,0,86900,0.0,1,0,1,0,0,0,0,0,0,0,0
214,5,1968,0,0,0.0,4,0.0,1113.0,1160,1,3,257.0,1,152500,1.0,1,0,1,0,0,0,0,0,0,0,0
215,4,1953,0,0,115.0,3,0.0,911.0,930,1,2,286.0,1,99000,1.0,1,0,1,0,0,0,1,0,0,0,0
216,4,1940,1,0,0.0,3,0.0,420.0,708,1,1,0.0,1,82500,0.0,1,0,1,0,0,1,0,0,0,0,0
217,6,1992,0,0,0.0,3,0.0,1575.0,1575,2,3,529.0,1,179200,1.0,1,0,1,0,0,0,0,0,0,0,0
218,5,1966,0,0,0.0,3,0.0,1059.0,1059,1,2,286.0,1,142500,1.0,1,0,1,0,0,0,0,0,0,0,0
219,4,1964,0,0,0.0,3,0.0,1005.0,1005,1,2,440.0,0,115400,0.0,1,0,1,0,0,0,0,0,0,0,0
220,7,2001,0,0,0.0,3,0.0,1057.0,1929,2,3,650.0,1,226000,1.0,1,0,0,0,1,0,0,0,0,0,0
221,7,2005,0,0,0.0,3,0.0,600.0,1200,2,3,480.0,1,144152,0.0,1,0,0,0,1,0,0,0,0,0,0
222,8,2003,0,0,221.0,3,1.0,1765.0,2690,2,3,795.0,1,370000,1.0,1,0,1,0,0,0,0,0,0,1,0
223,6,2006,0,0,0.0,3,0.0,728.0,1456,2,2,429.0,1,172785,1.0,1,0,1,0,0,0,0,0,0,0,0
224,5,1950,0,0,0.0,3,0.0,864.0,864,1,3,720.0,1,129000,0.0,1,0,1,0,0,0,0,0,0,0,0
225,6,1979,0,0,0.0,4,0.0,1362.0,1586,2,2,435.0,1,181000,1.0,1,0,1,0,0,0,0,1,0,0,0
226,5,1956,1,0,272.0,3,0.0,1058.0,1370,1,2,300.0,1,148000,0.0,1,0,1,0,0,0,0,0,0,0,0
227,6,2002,0,0,0.0,3,0.0,914.0,914,1,3,0.0,0,117250,0.0,1,0,1,0,0,0,0,0,0,0,0
228,7,2005,0,0,16.0,3,0.0,1373.0,1555,2,3,430.0,1,192500,1.0,1,0,1,0,0,0,0,0,0,0,0
229,6,1980,0,0,0.0,4,0.0,716.0,1556,2,2,452.0,1,151000,1.0,1,0,0,1,0,0,0,0,0,0,0
230,5,1972,0,0,0.0,3,0.0,882.0,882,1,2,461.0,1,112500,0.0,1,0,1,0,0,0,0,0,0,0,0
231,5,1920,0,0,0.0,2,0.0,915.0,1167,1,2,495.0,1,144000,0.0,1,0,1,0,0,0,0,0,0,0,0
232,9,2007,1,0,714.0,3,0.0,1800.0,1800,2,4,944.0,1,370967,1.0,1,0,1,0,0,0,0,0,0,1,0
233,7,2002,0,0,95.0,3,0.0,831.0,1660,2,3,493.0,1,195000,1.0,1,0,1,0,0,0,0,0,0,0,0
234,7,1992,0,0,170.0,3,0.0,384.0,1482,2,3,392.0,1,163900,1.0,1,0,1,0,0,0,0,0,0,0,0
235,6,1984,1,0,136.0,3,0.0,1190.0,1522,2,2,552.0,1,182000,1.0,1,0,1,0,0,0,0,0,0,0,0
236,9,2008,0,0,246.0,3,1.0,2190.0,2036,2,4,780.0,1,410000,1.0,1,0,1,0,0,1,0,0,0,0,0
237,5,1991,0,0,0.0,3,0.0,1582.0,1595,2,2,672.0,1,152000,0.0,1,0,1,0,0,0,0,0,0,0,0
238,7,2005,0,0,172.0,3,0.0,891.0,1686,2,3,462.0,1,184000,1.0,1,0,1,0,0,0,0,0,0,0,0
239,7,1997,0,0,200.0,4,1.0,1344.0,1344,2,2,784.0,1,206300,1.0,1,0,0,1,0,0,0,0,0,0,0
240,5,1970,0,0,0.0,3,0.0,1652.0,1652,2,2,928.0,1,146500,0.0,1,0,1,0,0,0,0,0,0,0,0
241,7,1968,0,0,143.0,3,0.0,570.0,1920,3,3,487.0,1,170000,1.0,1,0,1,0,0,0,0,0,0,0,0
242,6,2004,0,0,205.0,3,0.0,848.0,848,1,3,420.0,1,145000,1.0,1,0,0,1,0,0,0,0,0,0,0
243,7,1975,0,0,0.0,3,0.0,1057.0,1055,2,2,440.0,1,123000,1.0,1,0,1,0,0,0,0,0,0,0,0
244,6,1996,0,0,0.0,3,0.0,1291.0,1291,1,3,431.0,1,173000,1.0,1,0,1,0,0,1,0,0,0,0,0
245,4,1973,0,0,0.0,3,1.0,462.0,988,1,2,297.0,1,91000,1.0,1,0,0,1,0,0,0,0,0,0,0
246,5,1949,0,0,0.0,3,0.0,1067.0,1523,2,1,295.0,1,158000,1.0,1,0,1,0,0,0,1,0,0,0,0
247,7,2004,0,0,0.0,3,0.0,864.0,1728,2,3,572.0,1,190000,1.0,1,0,1,0,0,0,0,0,0,0,0
248,8,1995,1,0,0.0,3,1.0,1230.0,1239,1,3,477.0,1,217500,1.0,1,0,1,0,0,0,0,1,0,0,0
249,5,1958,0,0,162.0,3,0.0,1151.0,1955,2,2,356.0,1,165500,1.0,1,0,0,1,0,0,0,0,0,0,0
250,7,1941,0,0,0.0,3,0.0,704.0,1564,1,1,234.0,1,174500,1.0,1,0,1,0,0,0,1,0,0,0,0
251,4,1954,0,0,0.0,3,0.0,416.0,1204,1,2,312.0,1,100000,0.0,1,0,1,0,0,0,1,0,0,0,0
252,5,1975,1,0,0.0,3,0.0,864.0,879,1,2,440.0,1,120000,1.0,1,0,1,0,0,0,0,0,0,0,0
253,4,1950,0,0,0.0,2,0.0,721.0,841,1,2,294.0,0,82000,0.0,1,0,0,1,0,0,0,0,0,0,0
254,6,1947,0,0,0.0,3,0.0,784.0,1312,1,2,649.0,1,127000,0.0,1,0,1,0,0,0,0,0,0,0,0
255,6,1917,0,0,0.0,3,0.0,735.0,2058,1,2,396.0,0,129500,0.0,1,0,0,1,0,0,0,0,0,0,0
256,8,1984,0,0,0.0,3,0.0,1220.0,1360,1,3,565.0,1,187500,1.0,1,0,1,0,0,0,0,1,0,0,0
257,8,2002,1,0,240.0,3,1.0,1778.0,1786,2,3,715.0,1,300000,1.0,1,0,1,0,0,0,0,1,0,0,0
258,6,1971,0,0,252.0,3,0.0,825.0,1993,2,2,495.0,1,190000,1.0,1,0,1,0,0,0,0,1,0,0,0
259,4,1920,0,0,0.0,2,0.0,951.0,1362,2,2,280.0,0,96000,0.0,1,0,1,0,0,0,0,0,0,0,0
260,7,2006,0,0,100.0,3,0.0,1092.0,1550,2,3,438.0,1,241000,1.0,1,0,0,0,1,0,0,0,0,0,0
261,5,1962,0,0,0.0,4,0.0,1140.0,1696,1,2,349.0,1,143900,1.0,1,0,1,0,0,0,0,1,0,0,0
262,4,1970,0,0,0.0,3,0.0,546.0,1092,1,2,286.0,1,87550,0.0,1,0,0,1,0,0,0,0,0,0,0
263,9,2006,1,0,184.0,3,1.0,1094.0,2473,2,3,675.0,1,356383,1.0,1,0,1,0,0,1,0,1,0,0,0
264,9,2007,0,0,0.0,3,0.0,1800.0,1800,2,4,702.0,1,239000,1.0,1,0,1,0,0,0,0,0,0,0,0
265,7,1993,1,1,320.0,3,0.0,1080.0,2197,2,3,783.0,1,287500,1.0,1,0,1,0,0,0,0,0,1,0,0
266,5,1941,0,0,0.0,3,0.0,720.0,1382,1,2,660.0,1,128500,0.0,1,0,0,1,0,0,0,0,0,0,0
267,7,2008,1,0,0.0,3,0.0,1402.0,1402,2,3,625.0,1,229800,1.0,1,0,0,0,1,0,0,0,0,0,0
268,5,1984,0,0,0.0,3,0.0,864.0,887,1,2,288.0,1,124500,1.0,1,0,1,0,0,0,0,0,0,0,0
269,5,1968,0,0,0.0,3,0.0,1051.0,1051,1,2,504.0,1,142000,1.0,1,0,1,0,0,0,0,0,0,0,0
270,6,1920,0,0,0.0,3,0.0,755.0,1510,1,2,216.0,1,149000,0.0,1,0,1,0,0,1,0,0,0,0,0
271,5,1973,0,0,564.0,3,0.0,1656.0,1656,2,2,506.0,1,135000,0.0,1,0,1,0,0,0,0,0,0,0,0
272,6,1976,0,0,0.0,3,0.0,1078.0,958,2,2,440.0,1,128000,1.0,1,0,1,0,0,0,0,0,0,0,0
273,8,1992,1,0,0.0,3,0.0,3200.0,3228,3,3,546.0,1,430000,1.0,1,0,1,0,0,0,0,0,1,0,0
274,5,1968,0,0,0.0,3,0.0,1040.0,1040,1,2,686.0,1,145000,0.0,1,0,1,0,0,0,0,0,0,0,0
275,5,1910,0,0,0.0,3,0.0,661.0,1250,2,2,552.0,1,139000,0.0,1,0,1,0,0,0,0,0,0,0,0
276,6,1984,1,0,74.0,3,0.0,585.0,1868,3,2,477.0,1,178000,1.0,1,0,1,0,0,0,0,0,0,0,0
277,10,2005,1,0,468.0,3,1.0,1620.0,2790,2,4,1150.0,1,460000,1.0,1,1,1,0,0,0,0,0,0,1,0
278,6,1916,0,0,0.0,3,0.0,844.0,2134,2,3,441.0,1,214500,0.0,1,1,1,0,0,0,1,0,0,0,0
279,5,1916,0,0,0.0,3,0.0,686.0,1928,2,2,0.0,0,160000,0.0,1,0,0,1,0,0,0,0,0,0,0
280,7,1999,0,0,298.0,3,0.0,992.0,2060,2,3,390.0,1,214000,1.0,1,0,1,0,0,0,0,0,0,0,0
281,6,1935,0,0,0.0,3,0.0,901.0,1378,1,3,162.0,0,128900,0.0,1,0,0,1,0,0,0,0,0,0,0
282,4,1961,0,0,149.0,4,0.0,1249.0,1622,1,2,1356.0,1,168000,0.0,1,0,1,0,0,0,0,0,0,0,0
283,8,2007,1,0,0.0,3,0.0,955.0,1880,2,4,880.0,1,310013,1.0,1,0,0,0,1,0,0,0,0,0,0
284,8,1986,0,0,0.0,3,0.0,1074.0,1088,1,3,461.0,1,170000,1.0,1,0,1,0,0,0,0,0,0,0,0
285,5,1959,0,0,0.0,3,0.0,1040.0,1040,1,2,286.0,1,133700,1.0,1,0,1,0,0,0,0,0,0,0,0
286,6,1923,1,0,0.0,4,0.0,602.0,1502,1,3,180.0,1,165000,0.0,1,0,1,0,0,0,0,0,0,0,0
287,6,1971,0,0,604.0,3,0.0,483.0,987,1,2,264.0,1,89500,0.0,1,0,0,1,0,0,0,0,0,0,1
288,6,1958,1,0,105.0,2,1.0,588.0,1095,1,2,264.0,1,140000,1.0,1,0,1,0,0,0,0,0,0,0,0
289,7,2004,0,0,50.0,3,0.0,970.0,1709,2,3,380.0,1,134000,0.0,1,0,0,1,0,0,0,0,0,0,0
290,6,1992,0,0,0.0,3,0.0,836.0,1731,2,3,462.0,1,248500,1.0,1,0,1,0,0,0,0,0,0,0,0
291,4,1965,0,0,0.0,4,0.0,648.0,960,0,2,364.0,1,145000,1.0,1,0,1,0,0,0,0,1,0,0,0
292,6,1975,0,0,0.0,3,0.0,713.0,1552,2,2,434.0,1,179900,1.0,1,0,1,0,0,0,0,0,0,0,0
293,8,2006,0,0,428.0,3,0.0,1795.0,1795,2,3,895.0,1,147000,1.0,1,0,1,0,0,0,0,0,0,0,0
294,4,1946,0,0,0.0,4,0.0,560.0,704,1,1,220.0,1,88750,0.0,1,0,1,0,0,0,0,0,0,0,0
295,6,1963,1,0,332.0,3,0.0,1008.0,1008,1,2,430.0,1,135000,1.0,1,0,1,0,0,0,0,0,0,0,0
296,9,2007,1,0,452.0,3,0.0,1822.0,1828,2,3,774.0,1,314813,1.0,1,0,1,0,0,0,0,0,0,1,0
297,3,1915,1,0,0.0,2,0.0,1013.0,1526,1,1,0.0,0,85000,0.0,1,0,0,0,0,0,0,0,0,0,0
298,6,1937,0,0,0.0,3,0.0,698.0,1176,1,2,624.0,0,134900,0.0,1,0,0,1,0,0,0,0,0,0,0
299,5,1955,1,0,164.0,3,0.0,1057.0,1057,1,3,288.0,1,137000,1.0,1,0,1,0,0,0,0,0,0,0,0
300,8,1995,1,0,660.0,4,1.0,2109.0,2113,2,3,839.0,1,350000,1.0,1,0,1,0,0,0,0,0,1,0,0
301,5,1967,1,0,0.0,3,0.0,943.0,1387,1,2,300.0,1,145000,1.0,1,0,1,0,0,0,0,0,0,0,0
302,9,2005,0,0,365.0,3,1.0,1704.0,2758,2,4,814.0,1,418000,1.0,1,0,1,0,0,0,0,1,0,1,0
303,3,1920,0,0,0.0,3,0.0,798.0,840,1,1,250.0,0,64000,0.0,1,0,0,1,0,0,0,0,0,0,0
304,5,1932,0,0,0.0,3,0.0,793.0,1520,1,2,281.0,1,159434,0.0,1,0,0,1,0,0,1,0,0,0,0
305,8,2007,0,0,164.0,3,0.0,1542.0,1542,2,3,852.0,1,260261,1.0,1,0,1,0,0,0,0,0,0,0,0
306,5,1962,0,0,0.0,3,0.0,896.0,936,1,2,288.0,1,130000,1.0,1,0,1,0,0,0,0,0,0,0,0
307,5,1941,0,0,0.0,3,0.0,824.0,1288,1,2,240.0,1,112000,0.0,1,0,1,0,0,0,0,0,0,0,0
308,5,1963,1,0,148.0,4,0.0,1120.0,1128,2,2,525.0,1,155000,1.0,1,0,1,0,0,0,0,0,0,0,0
309,6,1964,0,0,0.0,3,0.0,1246.0,1246,1,2,441.0,1,172000,1.0,1,0,1,0,0,0,0,0,0,0,0
310,7,1940,0,0,0.0,3,0.0,800.0,1740,1,2,240.0,1,219500,1.0,1,0,1,0,0,0,0,0,0,0,0
311,5,1963,0,0,0.0,3,0.0,925.0,925,1,2,484.0,1,133500,0.0,1,0,1,0,0,0,0,0,0,0,0
312,7,2000,0,0,0.0,3,0.0,384.0,1430,2,2,400.0,1,170000,1.0,1,0,1,0,0,0,0,0,0,0,0
313,5,1953,1,0,0.0,3,0.0,984.0,950,1,2,400.0,1,130000,0.0,1,0,1,0,0,0,0,0,0,0,0
314,5,1959,0,0,128.0,4,0.0,1144.0,1144,1,2,796.0,1,143000,1.0,1,0,1,0,0,0,0,0,0,0,0
315,5,1961,0,0,0.0,4,0.0,1114.0,1114,1,2,451.0,1,140000,1.0,1,0,1,0,0,0,0,0,0,0,0
316,7,1973,0,0,1115.0,4,1.0,2223.0,2223,2,2,516.0,1,244000,1.0,1,0,1,0,0,0,0,0,0,0,0
317,5,1920,0,0,0.0,3,0.0,530.0,1111,1,1,288.0,0,101000,0.0,1,0,0,1,0,0,0,0,0,0,0
318,5,1958,1,0,0.0,3,0.0,960.0,960,1,2,624.0,1,125000,0.0,1,0,0,1,0,0,0,0,0,0,0
319,6,1998,0,0,0.0,3,0.0,932.0,1633,2,2,460.0,1,183000,1.0,1,0,1,0,0,0,0,0,0,0,0
320,6,1912,0,0,0.0,3,0.0,755.0,2229,1,2,0.0,1,104000,0.0,1,0,0,1,0,0,0,0,0,0,0
321,6,1954,0,0,0.0,3,0.0,936.0,984,1,2,280.0,1,112500,0.0,1,0,1,0,0,0,0,0,0,0,0
322,6,1980,0,0,157.0,4,0.0,1686.0,1686,2,2,612.0,1,207500,1.0,1,0,1,0,0,0,0,0,0,0,0
323,7,2005,0,0,140.0,3,1.0,1614.0,1614,2,3,576.0,1,225000,1.0,1,0,1,0,0,0,0,0,0,0,0
324,5,1972,0,0,0.0,3,0.0,864.0,864,1,2,297.0,1,119900,0.0,1,0,1,0,0,0,0,0,0,0,0
325,7,2006,1,0,206.0,3,0.0,1721.0,1740,2,3,874.0,1,293000,1.0,1,0,1,0,0,0,0,0,0,1,0
326,5,1968,0,0,0.0,3,0.0,1461.0,1721,2,2,440.0,1,180000,1.0,1,0,1,0,0,0,0,0,0,0,0
327,9,2005,1,0,525.0,3,0.0,1090.0,2206,2,4,670.0,1,300000,1.0,1,0,1,0,0,0,0,0,0,1,0
328,6,1972,0,0,504.0,3,0.0,483.0,948,1,2,264.0,1,89000,0.0,1,0,0,1,0,0,0,0,0,0,1
329,6,1968,0,0,41.0,3,0.0,912.0,1152,1,2,412.0,1,143450,1.0,1,0,1,0,0,0,0,0,0,0,0
330,5,1979,0,0,275.0,3,0.0,1086.0,1224,0,2,528.0,1,153337,0.0,1,0,1,0,0,0,1,0,0,0,0
331,6,1925,0,0,0.0,4,0.0,672.0,1369,2,2,300.0,1,103600,0.0,1,0,0,1,0,0,0,0,0,0,0
332,6,2000,0,0,0.0,3,0.0,794.0,1514,2,2,394.0,1,190000,1.0,1,0,1,0,0,0,0,0,0,0,0
333,6,1971,0,0,236.0,3,0.0,672.0,1218,1,2,0.0,0,91500,0.0,1,0,0,1,0,0,0,0,0,0,1
334,5,1954,0,0,0.0,3,0.0,811.0,1387,2,3,256.0,1,93000,1.0,1,0,0,1,0,0,0,0,0,0,0
335,4,1920,0,0,0.0,2,0.0,649.0,1317,1,2,250.0,0,40000,0.0,1,0,0,0,0,0,0,0,0,0,0
336,6,1914,0,0,0.0,3,0.0,684.0,1355,1,3,0.0,1,127000,0.0,1,0,0,1,0,0,0,0,0,0,0
337,6,1976,1,0,174.0,4,0.0,1143.0,1113,1,2,504.0,1,148000,1.0,1,0,1,0,0,0,0,0,0,0,0
338,5,1940,0,0,0.0,3,0.0,740.0,778,1,2,924.0,1,120500,0.0,1,0,0,1,0,0,0,0,0,0,0
339,6,1940,0,0,0.0,3,0.0,778.0,1489,2,2,240.0,1,139500,0.0,1,0,1,0,0,0,0,0,0,0,0
340,9,2007,1,0,340.0,3,0.0,1698.0,1698,2,4,768.0,1,320000,1.0,1,0,1,0,0,0,0,0,0,0,0
341,7,1937,0,0,0.0,4,0.0,1005.0,2267,1,2,498.0,1,219000,1.0,1,0,1,0,0,0,1,0,0,0,0
342,5,1983,0,0,0.0,3,0.0,864.0,902,1,2,484.0,1,131000,1.0,1,0,1,0,0,0,0,0,0,0,0
343,6,2006,0,0,0.0,3,0.0,738.0,1495,2,3,440.0,1,171925,1.0,1,0,1,0,0,0,0,0,0,0,0
344,5,1996,0,0,0.0,3,0.0,1348.0,1384,2,3,404.0,1,177900,1.0,1,0,1,0,0,0,0,0,0,0,0
345,6,1921,0,0,0.0,3,0.0,585.0,1436,1,2,228.0,1,141500,0.0,1,0,1,0,0,0,0,0,0,0,0
346,6,1998,0,0,0.0,3,0.0,952.0,1636,2,2,440.0,1,191000,1.0,1,0,1,0,0,0,0,0,0,0,0
347,6,2004,0,0,0.0,3,0.0,1158.0,1158,1,3,576.0,1,158000,0.0,1,0,1,0,0,0,0,0,0,0,0
348,8,2006,0,0,274.0,3,0.0,1638.0,1646,2,3,870.0,1,248900,1.0,1,0,1,0,0,1,0,0,0,0,0
349,5,1937,0,0,252.0,3,0.0,731.0,1768,1,3,240.0,1,175000,0.0,1,0,1,0,0,0,0,0,0,0,0
350,6,1965,1,0,0.0,4,0.0,1187.0,1565,2,3,299.0,1,185900,1.0,1,0,1,0,0,0,0,0,0,0,0
351,7,1914,0,0,0.0,3,0.0,880.0,1768,1,2,320.0,0,163000,0.0,1,0,0,1,0,0,0,0,0,0,0
352,5,1951,0,0,0.0,2,0.0,660.0,1396,2,2,0.0,1,115000,0.0,1,0,0,0,0,0,0,0,0,0,0
353,6,1978,0,0,39.0,3,0.0,1008.0,1096,1,2,484.0,1,157500,1.0,1,0,1,0,0,0,0,0,0,0,0
354,7,1999,0,0,210.0,3,0.0,1177.0,2312,2,3,658.0,1,245000,1.0,1,0,1,0,0,0,0,1,0,0,0
355,8,1993,0,0,0.0,3,0.0,1337.0,1337,2,3,462.0,1,180000,1.0,1,0,1,0,0,1,0,0,0,0,0
356,7,2004,0,0,0.0,3,0.0,551.0,1102,2,3,480.0,1,148800,0.0,1,0,0,0,1,0,0,0,0,0,0
357,8,2002,0,0,0.0,3,0.0,1128.0,2031,2,3,577.0,1,237000,1.0,1,0,1,0,0,0,0,0,0,0,0
358,2,1920,0,0,0.0,3,0.0,290.0,438,1,1,246.0,0,60000,0.0,1,0,1,0,0,0,1,0,0,0,0
359,5,1976,0,0,222.0,3,1.0,456.0,1033,1,2,504.0,1,165000,1.0,1,0,1,0,0,0,0,0,0,0,0
360,7,2003,0,0,0.0,3,0.0,1129.0,2327,2,3,596.0,1,240000,1.0,1,0,1,0,0,0,0,1,0,0,0
361,7,1992,0,0,52.0,3,0.0,1168.0,1187,2,3,420.0,1,160000,1.0,1,0,1,0,0,0,0,0,0,0,0
362,6,1945,0,0,0.0,3,0.0,780.0,1340,1,2,440.0,1,128000,1.0,1,0,0,1,0,0,1,0,0,0,0
363,4,1955,0,0,0.0,3,0.0,0.0,1152,2,1,0.0,0,82000,0.0,0,0,1,0,0,0,0,0,0,0,0
364,6,1966,0,0,210.0,4,0.0,1562.0,1567,2,3,542.0,1,256000,1.0,1,0,1,0,0,0,0,0,0,0,0
365,7,1920,1,0,0.0,4,0.0,650.0,1482,1,2,324.0,1,143000,0.0,1,0,0,1,0,0,0,0,0,0,0
366,7,2006,0,0,0.0,3,0.0,1689.0,1689,2,3,433.0,1,231713,1.0,1,0,1,0,0,1,0,0,0,0,0
367,5,1969,0,0,0.0,3,1.0,1100.0,1424,1,2,828.0,0,155000,0.0,1,0,1,0,0,0,0,0,0,0,0
368,5,1983,0,0,0.0,4,0.0,816.0,816,1,2,264.0,1,128500,1.0,1,0,1,0,0,0,0,0,0,0,0
369,7,1921,0,0,174.0,3,0.0,1228.0,1424,2,2,312.0,1,168000,1.0,1,0,1,0,0,0,0,0,0,0,0
370,7,1972,0,0,138.0,3,0.0,725.0,1479,1,3,484.0,1,184000,1.0,1,0,1,0,0,0,0,1,0,0,0
371,5,1962,0,0,0.0,3,0.0,1025.0,1025,1,2,0.0,1,124000,0.0,1,0,1,0,0,0,0,0,0,0,0
372,6,1970,1,0,571.0,3,0.0,1442.0,1442,2,2,615.0,1,185000,1.0,1,1,1,0,0,0,0,0,0,0,0
373,8,2000,0,0,40.0,3,0.0,1406.0,1936,2,3,504.0,1,230500,1.0,1,0,1,0,0,0,0,0,0,0,0
374,7,1998,0,0,227.0,3,0.0,1054.0,1939,2,3,555.0,1,227000,1.0,1,0,1,0,0,0,0,0,0,0,0
375,6,2005,0,0,0.0,3,0.0,738.0,1476,2,3,540.0,1,173500,1.0,1,0,1,0,0,0,0,0,0,0,0
376,5,1968,0,0,0.0,3,1.0,833.0,898,1,2,326.0,1,140000,1.0,1,0,1,0,0,0,0,0,0,0,0
377,8,2006,1,0,0.0,3,0.0,1460.0,1460,2,3,480.0,1,247000,1.0,1,0,1,0,0,0,0,0,0,0,0
378,6,1978,0,0,23.0,3,1.0,456.0,1034,1,2,504.0,1,149900,0.0,1,0,1,0,0,0,0,1,0,0,0
379,5,1978,0,0,180.0,3,0.0,864.0,1174,1,2,528.0,1,158000,1.0,1,0,1,0,0,0,0,0,0,0,0
380,6,1937,0,0,0.0,3,0.0,780.0,1376,2,2,198.0,0,119500,0.0,1,0,0,1,0,0,1,0,0,0,0
381,5,1940,0,0,0.0,3,0.0,840.0,1567,1,2,440.0,1,205000,0.0,1,0,1,0,0,1,0,0,0,0,0
382,5,1895,0,0,0.0,4,0.0,736.0,1534,1,3,0.0,0,148000,0.0,1,0,1,0,0,0,0,0,0,0,0
383,5,1938,0,0,0.0,3,0.0,1058.0,1551,2,1,240.0,1,137000,0.0,1,0,1,0,0,0,0,0,0,0,0
384,5,1955,0,0,0.0,3,0.0,960.0,960,1,2,330.0,1,122000,1.0,1,0,1,0,0,0,0,0,0,0,0
385,7,2007,0,0,0.0,3,0.0,1302.0,1302,2,3,436.0,1,176485,1.0,1,0,1,0,0,0,0,0,0,0,0
386,5,1925,0,0,0.0,3,0.0,816.0,816,1,2,210.0,0,109000,0.0,1,0,1,0,0,0,0,0,0,0,0
387,7,1998,0,0,239.0,3,0.0,1502.0,1502,1,3,286.0,1,330000,1.0,1,0,0,1,0,0,0,0,0,0,0
388,6,2008,0,0,0.0,3,0.0,192.0,1133,1,2,308.0,1,143000,0.0,1,0,0,1,0,0,1,0,0,0,0
389,9,1998,0,0,422.0,3,1.0,1408.0,3078,2,3,806.0,1,410000,1.0,1,0,1,0,0,0,0,0,1,0,0
390,6,1994,0,0,105.0,4,0.0,928.0,1721,2,3,471.0,1,201000,1.0,1,0,1,0,0,0,0,0,0,0,0
391,4,1910,0,0,0.0,3,0.0,1077.0,1760,1,2,648.0,1,80000,0.0,1,0,1,0,0,0,0,0,0,0,0
392,6,1945,0,0,0.0,3,0.0,1028.0,2320,2,3,180.0,1,259500,0.0,1,0,1,0,0,0,0,0,0,0,0
393,7,2003,0,0,94.0,3,1.0,1122.0,2486,3,3,452.0,1,279900,1.0,1,0,1,0,0,0,0,0,0,0,0
394,6,1958,0,0,472.0,3,1.0,1444.0,2144,2,3,389.0,1,277000,1.0,1,0,1,0,0,0,0,1,0,0,0
395,5,1942,0,0,0.0,3,0.0,799.0,1150,1,2,215.0,1,128000,1.0,1,0,1,0,0,0,0,0,0,0,0
396,8,2007,0,0,640.0,3,0.0,1566.0,1600,2,3,890.0,1,256300,1.0,1,0,1,0,0,0,0,0,0,1,0
397,4,1930,0,0,0.0,4,0.0,930.0,1755,2,3,231.0,1,188000,0.0,1,0,1,0,0,1,0,0,0,0,0
398,8,2002,1,0,630.0,3,1.0,1800.0,1800,2,3,765.0,1,312500,1.0,1,0,1,0,0,0,0,0,0,0,0
399,5,1971,0,0,376.0,3,0.0,765.0,1365,1,2,440.0,1,122500,0.0,1,0,0,1,0,0,0,0,0,0,1
400,6,2003,0,0,0.0,3,0.0,835.0,1696,2,3,542.0,1,188000,1.0,1,0,1,0,0,0,0,0,0,0,0
401,7,2005,0,0,0.0,3,1.0,945.0,1809,2,3,638.0,1,209700,1.0,1,0,1,0,0,0,0,0,0,0,0
402,8,2006,1,0,945.0,3,1.0,2220.0,2234,1,3,724.0,1,441929,1.0,1,0,1,0,0,1,0,0,0,0,0
403,6,1993,0,0,120.0,3,0.0,886.0,1680,2,3,474.0,1,163000,1.0,1,0,1,0,0,0,0,0,0,0,0
404,6,1966,0,0,157.0,3,1.0,832.0,2087,2,3,444.0,1,187500,1.0,1,0,1,0,0,0,0,0,0,0,0
405,8,1999,0,0,260.0,3,1.0,1462.0,1513,2,3,521.0,1,220000,1.0,1,0,1,0,0,0,0,0,0,0,0
406,5,1967,0,0,0.0,3,0.0,949.0,1107,1,3,308.0,1,127000,1.0,1,0,1,0,0,0,0,0,0,0,0
407,6,1914,0,0,0.0,3,0.0,742.0,1484,2,2,0.0,1,128000,0.0,1,0,0,1,0,0,0,0,0,0,0
