,overall_qual,year_built,roof_style,roof_matl,mas_vnr_area,exter_cond,bsmt_exposure,total_bsmt_sf,gr_liv_area,full_bath,kitchen_qual,garage_area,paved_drive,saleprice,attached_garage,has_basement,offsite_feature,residential_low,residential_other,floating_village,hillside,banked,culdesac,northridge,northridge_hts,briardale,log_gr_liv_area,log_total_bsmt_sf,sqrt_gr_liv_area
471,8,2005,0,0,148.0,3,0.0,1538.0,1538,2,3,484.0,1,260000,1.0,1,0,1,0,0,0,0,0,0,0,0,7.338238150065589,7.338244651995037,39.21734310225516
472,4,1971,0,0,0.0,3,0.0,858.0,872,1,2,480.0,1,123000,0.0,1,0,1,0,0,0,0,0,0,0,0,6.77078942390898,6.754615754431698,29.5296461204668
473,6,1920,0,0,0.0,2,0.0,319.0,1406,1,1,0.0,0,89500,0.0,1,0,0,1,0,0,0,0,0,0,0,7.2485040723706105,5.76522245025589,37.49666651850535
474,5,1966,0,0,41.0,3,0.0,876.0,904,1,2,408.0,1,109900,1.0,1,0,1,0,0,0,0,0,0,0,0,6.806829360392176,6.775377506396349,30.066592756745816
475,7,1926,0,0,0.0,3,0.0,1276.0,2080,1,3,282.0,1,234000,0.0,1,0,1,0,0,0,0,0,0,0,0,7.640123172695364,7.1514933008646215,45.60701700396552
476,6,2004,0,0,169.0,3,0.0,848.0,848,1,3,420.0,1,155900,1.0,1,0,0,1,0,0,0,0,0,0,0,6.742880635791903,6.742892428175203,29.120439557122072
477,4,1957,0,0,0.0,3,0.0,1104.0,1788,1,2,304.0,1,161500,1.0,1,0,1,0,0,0,0,0,0,0,0,7.488852955733459,7.006704284767032,42.28474902373195
478,6,1958,0,0,541.0,3,0.0,819.0,1344,1,3,525.0,1,137500,0.0,1,0,1,0,0,0,0,1,0,0,0,7.203405521083095,6.708096293790738,36.66060555964672
479,6,1988,0,0,268.0,3,0.0,1151.0,2060,2,2,521.0,1,211000,1.0,1,0,1,0,0,0,0,0,0,0,0,7.630461261783627,7.048395096781448,45.387222871640866
480,6,1998,0,0,0.0,3,0.0,1405.0,1337,2,3,511.0,1,181000,1.0,1,0,0,1,0,0,0,0,0,0,0,7.198183577101943,7.24779969918024,36.565010597564445
481,6,1966,0,0,183.0,3,1.0,1127.0,1165,1,2,490.0,1,174900,1.0,1,0,1,0,0,0,0,0,0,0,0,7.060476365999801,7.0273233871148735,34.132096331752024
482,5,1966,0,0,97.0,3,0.0,1164.0,1320,1,2,564.0,1,164500,1.0,1,0,1,0,0,0,0,0,0,0,0,7.1853870155804165,7.059626219319772,36.3318042491699
483,7,1980,0,0,280.0,3,0.0,738.0,2044,2,2,489.0,1,185000,1.0,1,0,1,0,0,0,0,0,0,0,0,7.622663951323595,6.603957374644172,45.21061822182926
484,4,1929,0,0,0.0,3,0.0,704.0,1136,1,2,336.0,1,123000,0.0,1,0,0,1,0,0,0,0,0,0,0,7.035268599281097,6.556792560602613,33.704599092705436
485,6,1979,0,0,0.0,3,0.0,1001.0,1299,2,3,486.0,1,183500,1.0,1,0,1,0,0,0,1,1,0,0,0,7.1693500166706,6.908764769275311,36.0416425818802
486,8,1999,0,0,456.0,3,0.0,776.0,1441,2,3,492.0,1,174000,0.0,1,0,0,0,1,0,0,0,0,0,0,7.273092595999522,6.654165406698126,37.960505792204614
487,5,1953,0,0,0.0,3,0.0,1073.0,1630,2,2,649.0,0,130000,0.0,1,0,1,0,0,0,0,0,0,0,0,7.396335293800808,6.978223062251763,40.3732584763727
488,7,1925,0,0,0.0,3,0.0,728.0,1641,1,4,546.0,1,178000,0.0,1,0,0,1,0,0,0,0,0,0,0,7.403061091090091,6.590314784366081,40.50925820105819
489,6,2003,0,0,170.0,3,0.0,848.0,848,1,3,420.0,1,144000,1.0,1,0,0,1,0,0,0,0,0,0,0,6.742880635791903,6.742892428175203,29.120439557122072
490,6,1930,0,0,0.0,4,0.0,816.0,816,1,2,432.0,1,120500,0.0,1,0,0,1,0,0,0,0,0,0,0,6.704414354964107,6.7044266097909775,28.5657137141714
491,5,1994,0,0,0.0,3,0.0,1097.0,1097,1,2,672.0,1,145000,1.0,1,0,1,0,0,0,0,0,0,0,0,7.00033446027523,7.0003435760039645,33.12099032335839
492,8,2000,0,0,0.0,3,0.0,1494.0,1652,2,4,499.0,1,251000,1.0,1,0,1,0,0,0,0,0,0,0,0,7.409741954080923,7.30921905911079,40.64480286580315
493,4,1955,0,0,58.0,3,0.0,0.0,1152,2,2,0.0,0,82500,0.0,0,0,1,0,0,0,0,0,0,0,0,7.049254841255837,-4.605170185988091,33.94112549695428
494,2,1910,0,0,0.0,2,0.0,0.0,810,1,2,280.0,0,57625,0.0,0,0,0,0,0,0,0,0,0,0,0,6.697034247666484,-4.605170185988091,28.460498941515414
495,7,2007,0,0,176.0,3,0.0,1350.0,1358,2,3,484.0,1,212500,1.0,1,0,1,0,0,0,0,0,0,1,0,7.213768308118642,7.207867278812448,36.851051545376556
496,6,1998,1,0,116.0,3,0.0,1216.0,1216,2,2,402.0,1,164000,1.0,1,0,0,1,0,0,0,0,0,0,0,7.103322062526113,7.103330286176509,34.87119154832539
497,6,1957,0,0,327.0,3,0.0,967.0,1638,2,3,384.0,1,139000,0.0,1,0,0,1,0,0,0,0,0,0,0,7.401231264413015,6.874208836661458,40.47221268969612
498,7,1999,0,0,212.0,3,0.0,600.0,1252,2,3,462.0,1,160000,0.0,1,0,0,0,1,0,0,0,0,0,0,7.132497551660044,6.3969463217439255,35.38361202590826
499,5,1992,0,0,0.0,3,0.0,828.0,883,1,2,698.0,1,149000,0.0,1,0,1,0,0,0,0,0,0,0,0,6.78332520060396,6.719025231607016,29.715315916207253
500,5,1968,0,0,0.0,3,0.0,864.0,874,1,2,288.0,1,130000,1.0,1,0,1,0,0,0,0,0,0,0,0,6.773080375655535,6.76158434281115,29.563490998188964
501,8,2008,1,0,288.0,3,0.0,1836.0,1836,2,3,517.0,1,264500,1.0,1,0,0,0,1,0,0,0,0,0,0,7.515344571180436,7.5153500177886965,42.8485705712571
502,5,1957,0,0,0.0,3,0.0,1092.0,1092,1,2,299.0,1,141000,1.0,1,0,1,0,0,0,0,0,0,0,0,6.9957661563048505,6.995775313772078,33.04542328371661
503,7,2006,0,0,0.0,3,0.0,1241.0,1241,1,3,569.0,1,199900,1.0,1,0,0,0,1,0,0,0,0,0,0,7.123672785204607,7.123680843189869,35.22782990761707
504,6,1977,0,0,360.0,3,0.0,1350.0,1334,2,2,630.0,1,167900,1.0,1,0,1,0,0,0,0,0,0,0,0,7.195937226475569,7.207867278812448,36.52396473549935
505,6,1960,0,0,85.0,3,0.0,1144.0,1429,1,3,572.0,1,181900,1.0,1,0,1,0,0,0,0,1,0,0,0,7.264730177929867,7.04229491316028,37.8021163428716
506,7,1977,1,0,283.0,4,0.0,908.0,2288,1,3,520.0,1,230000,1.0,1,0,1,0,0,0,0,0,0,0,0,7.7354333524996886,6.811255391756507,47.83304297240559
507,9,1999,0,0,60.0,3,0.0,1698.0,1709,2,3,506.0,1,328900,1.0,1,0,0,0,1,0,0,1,0,0,0,7.443663683115591,7.437212256135458,41.340053217188775
508,8,2005,0,0,210.0,3,0.0,1721.0,1721,2,3,554.0,1,232698,1.0,1,0,1,0,0,0,0,0,0,1,0,7.450660796211539,7.450666606769905,41.48493702538308
509,8,2008,0,0,140.0,3,0.0,1254.0,1254,2,3,810.0,1,221800,1.0,1,0,1,0,0,0,0,0,0,0,0,7.134093721192866,7.134101695642729,35.41186241925155
510,5,1941,0,0,0.0,3,0.0,576.0,1350,1,3,627.0,0,152400,0.0,1,0,1,0,0,0,0,0,0,0,0,7.2078598714324755,6.3561250216563,36.742346141747674
511,7,2000,0,0,171.0,3,0.0,1630.0,1630,2,3,451.0,1,213000,1.0,1,0,1,0,0,0,0,0,0,0,0,7.396335293800808,7.396341428751314,40.3732584763727
512,7,2005,0,0,96.0,3,0.0,784.0,1585,2,3,449.0,1,184900,1.0,1,0,1,0,0,0,0,0,0,0,0,7.368339686311381,6.664421775371103,39.81205847478876
513,5,1953,1,0,56.0,3,0.0,1165.0,1336,1,2,375.0,1,157000,1.0,1,0,1,0,0,0,0,0,0,0,0,7.197435354096591,7.060484949653948,36.55133376499413
514,5,1962,1,0,0.0,3,0.0,864.0,1211,1,2,576.0,1,144000,0.0,1,0,1,0,0,0,0,0,0,0,0,7.099201743553092,6.76158434281115,34.79942528261063
515,6,1979,0,0,253.0,3,0.0,1259.0,1353,2,2,478.0,1,192350,1.0,1,0,1,0,0,0,0,0,0,0,0,7.210079628170788,7.1380809768245586,36.78314831549904
516,7,1966,1,0,202.0,3,0.0,1174.0,1200,2,2,440.0,1,163500,1.0,1,0,1,0,0,0,0,0,0,0,0,7.090076835776092,7.068180518239329,34.64101615137755
517,7,1990,1,0,99.0,3,0.0,1475.0,2329,2,3,514.0,1,262280,1.0,1,0,1,0,0,0,0,0,0,0,0,7.753194269884341,7.296420048411956,48.25971404805462
518,7,2002,0,0,113.0,3,0.0,1536.0,1536,2,3,532.0,1,214000,1.0,1,0,1,0,0,0,0,0,0,0,0,7.336936913707618,7.336943424103091,39.191835884530846
519,6,1956,0,0,0.0,3,0.0,1073.0,1811,1,4,470.0,1,230000,1.0,1,0,1,0,0,0,0,0,0,0,0,7.501634457883413,6.978223062251763,42.555845661906424
520,7,2006,0,0,350.0,3,0.0,1063.0,2172,2,3,947.0,1,280000,1.0,1,0,1,0,0,0,0,0,0,1,0,7.683403681053826,6.968859785635423,46.604720790924176
521,4,1957,0,0,0.0,3,0.0,1073.0,1073,1,2,720.0,1,140000,0.0,1,0,0,0,0,0,0,0,0,0,0,6.9782137426306985,6.978223062251763,32.7566787083184
522,3,1918,0,0,0.0,2,0.0,1020.0,1020,1,1,0.0,0,64500,0.0,1,0,0,0,0,0,0,0,0,0,0,6.927557906278317,6.927567710151827,31.937438845342623
523,5,1977,0,0,51.0,3,0.0,995.0,1009,2,2,576.0,1,160000,0.0,1,0,1,0,0,0,0,0,0,0,0,6.9167150203536085,6.902752787359345,31.76476034853718
524,8,2007,0,0,0.0,3,0.0,1338.0,1338,2,3,598.0,1,208900,1.0,1,0,0,0,1,0,0,0,0,0,0,7.198931240688173,7.198938714501799,36.578682316343766
525,5,1959,0,0,0.0,3,0.0,0.0,3820,3,4,624.0,1,284700,1.0,0,0,1,0,0,0,0,0,0,0,0,8.24800570160062,-4.605170185988091,61.806148561449774
526,7,2007,0,0,0.0,3,0.0,689.0,1392,2,3,540.0,1,146000,0.0,1,0,0,0,1,0,0,0,0,0,0,7.238496840894365,6.535255784696433,37.30951621235526
527,8,1996,0,0,0.0,3,0.0,1260.0,1288,1,4,500.0,1,245500,1.0,1,0,1,0,0,0,0,0,0,0,0,7.160845906664299,7.138874936421966,35.888716889852724
528,6,1926,0,0,0.0,3,0.0,992.0,1013,1,2,160.0,1,113000,0.0,1,0,0,1,0,0,1,0,0,0,0,6.920671504248683,6.8997331878792245,31.827660925679098
529,8,2004,1,0,238.0,3,1.0,1782.0,1782,2,3,932.0,1,296000,1.0,1,0,1,0,0,0,0,0,0,1,0,7.485491608030754,7.4854972196872875,42.21374183841087
530,9,2005,1,0,200.0,3,1.0,1922.0,1922,2,3,676.0,1,377426,1.0,1,0,1,0,0,1,0,0,0,0,0,7.561121589530238,7.5611267924303345,43.840620433565945
531,10,2006,1,0,230.0,3,1.0,1700.0,1718,2,4,786.0,1,337500,1.0,1,0,1,0,0,0,0,0,0,1,0,7.4489161025442,7.438389412379948,41.44876355212541
532,10,2004,1,0,730.0,3,1.0,2492.0,2492,2,4,949.0,1,552000,1.0,1,0,1,0,0,1,0,0,0,1,0,7.820840879907344,7.820844892740384,49.91993589739474
533,4,1948,0,0,0.0,4,0.0,624.0,936,1,2,265.0,1,97900,1.0,1,0,1,0,0,0,0,0,0,0,0,6.841615476477592,6.436166393882044,30.59411708155671
534,6,2009,0,0,0.0,3,0.0,1218.0,1218,2,3,676.0,1,208300,1.0,1,0,0,0,1,0,0,0,0,0,0,7.1049654482698426,7.104973658416763,34.899856733230294
535,7,1996,0,0,0.0,3,0.0,910.0,1820,2,3,816.0,1,213000,1.0,1,0,1,0,0,0,0,0,0,0,0,7.506591780070841,6.813455588461506,42.661458015403085
536,7,1998,0,0,0.0,3,0.0,880.0,1724,2,3,527.0,1,188000,1.0,1,0,1,0,0,0,0,1,0,0,0,7.452402451223638,6.77993327104405,41.52107898405339
537,6,1958,1,0,632.0,3,0.0,1121.0,1336,1,2,488.0,1,162000,1.0,1,0,1,0,0,0,0,0,0,0,0,7.197435354096591,7.021985343638973,36.55133376499413
538,5,1950,0,0,0.0,3,0.0,910.0,1558,1,2,282.0,1,152000,1.0,1,0,0,1,0,0,0,0,0,0,0,7.351158226430694,6.813455588461506,39.4715087119811
539,7,1994,0,0,145.0,3,0.0,832.0,1657,2,3,483.0,1,189000,1.0,1,0,1,0,0,0,0,1,0,0,0,7.4127640174265625,6.723844459979747,40.70626487409524
540,7,1978,1,0,383.0,4,0.0,2048.0,2064,2,3,550.0,1,235000,1.0,1,0,1,0,0,0,0,1,0,0,0,7.6324011266014535,7.6246238689599775,45.43126676640219
541,5,1950,0,0,0.0,3,0.0,1164.0,1164,1,2,240.0,1,125000,0.0,1,0,1,0,0,0,0,0,0,0,0,7.059617628291383,7.059626219319772,34.11744421846396
542,1,1951,0,0,0.0,2,0.0,0.0,1600,1,2,270.0,0,81500,1.0,0,0,0,0,0,0,0,0,0,0,0,7.3777589082278725,-4.605170185988091,40.0
543,6,1990,0,0,104.0,4,0.0,816.0,816,1,2,0.0,1,118500,0.0,1,0,1,0,0,0,0,0,0,0,0,6.704414354964107,6.7044266097909775,28.5657137141714
544,9,2009,0,0,162.0,3,0.0,1766.0,1766,2,4,478.0,1,370878,1.0,1,0,0,0,1,0,0,0,0,0,0,7.476472381163905,7.47647804366203,42.02380277890139
545,5,1949,0,0,0.0,3,0.0,1001.0,2002,2,2,871.0,1,145000,0.0,1,0,0,1,0,1,0,0,0,0,0,7.601901959875166,6.908764769275311,44.74371464239419
546,7,1939,0,0,312.0,4,0.0,798.0,1954,1,3,431.0,1,311500,1.0,1,0,1,0,0,0,0,0,0,0,0,7.577633832602728,6.682121128699613,44.204072210600685
547,7,2006,0,0,14.0,3,0.0,1220.0,1364,2,3,437.0,1,210250,1.0,1,0,1,0,0,0,0,0,0,0,0,7.218176838403408,7.1066143344150206,36.932370625238775
548,7,2002,0,0,0.0,3,0.0,916.0,1861,2,3,492.0,1,200000,1.0,1,0,1,0,0,0,0,0,0,0,0,7.528869256642251,6.820027281645108,43.139309220245984
549,5,1977,0,0,0.0,3,0.0,0.0,1734,2,3,539.0,1,126000,1.0,0,0,1,0,0,0,0,0,0,0,0,7.458186157340487,-4.605170185988091,41.641325627314025
550,4,1900,0,0,0.0,4,0.0,405.0,1039,1,2,281.0,0,114000,0.0,1,0,1,0,0,0,0,0,0,0,0,6.946013991099227,6.003911758159737,32.2335229225724
551,4,1910,0,0,0.0,4,0.0,677.0,1510,2,3,720.0,0,87500,0.0,1,0,0,1,0,0,0,0,0,0,0,7.31986492980897,6.517686043851929,38.8587184554509
552,8,2005,1,0,146.0,3,0.0,1149.0,2541,3,4,729.0,1,349265,1.0,1,0,1,0,0,0,0,0,0,0,0,7.840312983320164,7.0466559810310745,50.40833264451424
553,8,2004,0,0,264.0,3,1.0,1512.0,1512,2,3,845.0,1,203000,1.0,1,0,1,0,0,0,0,0,0,0,0,7.321188556739478,7.321195170474221,38.88444419044716
554,7,2001,0,0,0.0,3,0.0,1454.0,1434,2,3,527.0,1,189000,1.0,1,0,1,0,0,0,0,0,0,0,0,7.2682230211595655,7.282080535648906,37.86819245752297
555,7,2003,0,0,0.0,3,0.0,812.0,1653,2,3,628.0,1,209000,1.0,1,0,0,0,1,0,0,0,0,0,0,7.410347097821024,6.699512655356782,40.65710270051225
556,6,1900,0,0,0.0,3,0.0,917.0,2007,2,4,357.0,1,160000,0.0,1,0,0,1,0,0,0,0,0,0,0,7.604396348796338,6.8211183773224136,44.799553569204235
557,5,1974,0,0,44.0,3,1.0,1037.0,1037,1,2,431.0,1,129000,1.0,1,0,1,0,0,0,0,1,0,0,0,6.9440872082295275,6.944096851384574,32.202484376209235
558,5,1974,0,0,0.0,3,0.0,1389.0,1389,1,2,418.0,1,170000,1.0,1,0,1,0,0,0,0,0,0,0,0,7.236339342754344,7.236346542152474,37.26929030716845
559,5,1913,0,0,0.0,3,0.0,440.0,694,1,3,352.0,0,90350,0.0,1,0,1,0,0,0,0,0,0,0,0,6.542471960506805,6.086797453926773,26.343879744638983
560,6,1924,0,0,0.0,3,0.0,572.0,1096,1,2,0.0,0,79000,0.0,1,0,1,0,0,0,0,0,0,0,0,6.999422467507961,6.349156473744463,33.1058907144937
561,5,1972,0,0,0.0,3,0.0,894.0,894,1,2,552.0,1,149900,1.0,1,0,1,0,0,0,0,0,0,0,0,6.795705775173514,6.795716960793282,29.899832775452108
562,5,1971,1,0,0.0,3,0.0,864.0,864,1,2,576.0,1,123000,0.0,1,0,1,0,0,0,0,0,0,0,0,6.761572768804055,6.76158434281115,29.393876913398138
563,4,1900,0,0,0.0,3,0.0,1095.0,1774,2,2,779.0,0,87000,0.0,1,0,0,1,0,0,0,0,0,0,0,7.480992162869525,6.998518774628992,42.118879377305376
564,6,1977,0,0,0.0,3,0.0,1096.0,1118,1,2,358.0,1,171000,1.0,1,0,1,0,0,0,0,0,0,0,0,7.0192966537150445,6.999431591553928,33.436506994600975
565,6,1950,0,0,0.0,3,0.0,1032.0,1252,1,2,288.0,1,119000,1.0,1,0,1,0,0,0,0,0,0,0,0,7.132497551660044,6.939263635917042,35.38361202590826
566,5,1959,1,0,0.0,3,0.0,1148.0,1148,1,2,672.0,1,132500,1.0,1,0,1,0,0,0,0,0,0,0,0,7.045776576879511,7.045785287642967,33.88214869219483
567,8,1925,1,0,0.0,4,0.0,588.0,1666,1,3,228.0,1,161000,0.0,1,0,0,1,0,0,0,0,0,0,0,7.418180822726788,6.376743954556734,40.8166632639171
568,9,2001,0,0,134.0,3,0.0,1357.0,1947,2,3,725.0,1,274000,1.0,1,0,1,0,0,0,0,1,0,0,0,7.5740450053721995,7.213039029004475,44.12482294582042
569,5,1946,0,0,0.0,3,0.0,1195.0,1195,2,2,0.0,0,98500,0.0,1,0,1,0,0,0,0,0,0,0,0,7.085901464365611,7.085909832531435,34.56877203488721
570,8,1994,0,0,0.0,3,0.0,1624.0,1624,2,3,757.0,1,262000,1.0,1,0,1,0,0,0,0,0,1,0,0,7.392647520721623,7.392653678338133,40.29888335921977
571,5,1979,0,0,40.0,3,0.0,914.0,914,1,2,444.0,1,134900,1.0,1,0,1,0,0,0,0,0,0,0,0,6.81783057145415,6.817841512313335,30.23243291566195
572,5,1959,0,0,0.0,4,1.0,1350.0,1328,1,2,308.0,0,170000,1.0,1,0,1,0,0,0,0,0,0,0,0,7.191429330036379,7.207867278812448,36.4417343165772
573,6,1926,0,0,0.0,3,0.0,686.0,1461,1,2,225.0,0,135000,0.0,1,0,1,0,0,0,0,0,0,0,0,7.2868764117507,6.530892204879113,38.22302970723278
574,6,1990,1,0,304.0,3,0.0,930.0,2683,2,3,473.0,1,290000,1.0,1,0,1,0,0,0,0,0,1,0,0,7.894690850425624,6.835195338777664,51.79768334587948
575,7,2007,0,0,0.0,3,0.0,1246.0,1258,2,3,462.0,1,173500,1.0,1,0,1,0,0,0,0,0,0,0,0,7.1372784372603855,7.127701724997376,35.4682957019364
576,5,1948,0,0,0.0,4,0.0,896.0,2008,3,4,230.0,1,225000,1.0,1,0,1,0,0,0,1,0,0,0,0,7.60489448081162,6.797951573626936,44.81071300481616
577,5,1961,1,0,0.0,3,0.0,864.0,1187,1,2,440.0,1,140500,1.0,1,0,1,0,0,0,0,1,0,0,0,7.079184394609668,6.76158434281115,34.45286635390443
578,5,1994,0,0,0.0,3,0.0,990.0,990,1,2,299.0,1,126000,1.0,1,0,1,0,0,0,0,0,0,0,0,6.897704943128636,6.897715044087722,31.464265445104548
579,8,1999,0,0,466.0,3,0.0,960.0,1586,2,3,480.0,1,170000,0.0,1,0,0,0,1,0,0,0,0,0,0,7.368970402194793,6.8669437010742955,39.824615503479755
580,5,1995,0,0,0.0,3,0.0,990.0,990,1,2,576.0,1,156000,1.0,1,0,1,0,0,0,0,1,0,0,0,6.897704943128636,6.897715044087722,31.464265445104548
581,5,1957,0,0,0.0,3,1.0,1484.0,1600,1,2,319.0,1,207500,1.0,1,0,1,0,0,0,0,1,0,0,0,7.3777589082278725,7.302503162249097,40.0
582,8,2007,0,0,0.0,3,0.0,896.0,1792,2,3,590.0,1,255000,1.0,1,0,0,0,1,0,0,0,0,0,0,7.491087593534876,6.797951573626936,42.33202097703345
583,4,1973,0,0,0.0,3,1.0,462.0,988,1,2,297.0,1,94900,1.0,1,0,0,1,0,0,0,0,0,0,0,6.895682697747868,6.135586535869134,31.432467291003423
584,5,1958,1,0,0.0,3,0.0,1170.0,1170,1,2,338.0,1,140000,1.0,1,0,1,0,0,0,0,0,0,0,0,7.064759027791802,7.064767574763823,34.20526275297414
585,3,1905,0,0,0.0,3,0.0,738.0,1376,1,2,216.0,0,96900,0.0,1,0,0,1,0,0,0,0,0,0,0,7.226936018493289,6.603957374644172,37.094473981982816
586,5,1966,0,0,200.0,3,0.0,1154.0,1154,1,2,480.0,1,154000,1.0,1,0,1,0,0,0,0,1,0,0,0,7.050989447068045,7.050998112541765,33.97057550292606
587,8,1910,1,0,0.0,4,0.0,725.0,1772,2,3,816.0,1,184900,0.0,1,0,0,1,0,0,0,0,0,0,0,7.4798641311650265,6.586185447862999,42.09513035969837
588,10,2007,1,0,816.0,3,0.0,2078.0,2084,2,4,1220.0,1,385000,1.0,1,1,1,0,0,0,0,0,0,1,0,7.642044402873258,7.639165983967132,45.65084884205331
589,4,1936,0,0,0.0,3,0.0,951.0,951,1,2,327.0,1,106500,0.0,1,0,0,1,0,0,0,0,0,0,0,6.85751406254539,6.857524577737213,30.83828789021855
590,8,2000,0,0,150.0,3,0.0,1455.0,2687,2,3,810.0,1,327000,1.0,1,0,1,0,0,0,0,0,1,0,0,7.8961806086154915,7.282768052434209,51.836280730777744
591,9,2005,1,0,198.0,3,1.0,2458.0,2490,2,4,795.0,1,468000,1.0,1,1,1,0,0,0,0,0,0,0,0,7.820037989458753,7.807107358465955,49.8998997994986
592,6,1927,0,0,0.0,2,0.0,1204.0,1666,1,2,384.0,1,135000,0.0,1,0,0,1,0,0,0,0,0,0,0,7.418180822726788,7.093412931482115,40.8166632639171
593,6,2005,0,0,0.0,3,0.0,1141.0,1141,1,2,484.0,1,142500,0.0,1,0,1,0,0,0,0,0,0,0,0,7.039660349862076,7.039669114065563,33.77869150810907
594,5,1968,0,0,0.0,3,0.0,732.0,1464,1,2,470.0,1,141000,1.0,1,0,1,0,0,0,0,0,0,0,0,7.288927694521257,6.595794175070184,38.262252939417984
595,5,1910,0,0,0.0,3,1.0,1117.0,1347,1,2,0.0,0,107500,0.0,1,0,1,0,0,0,0,0,0,0,0,7.205635176410364,7.018410751580604,36.701498607005135
596,5,1942,0,0,0.0,3,0.0,672.0,1282,1,2,240.0,1,108500,0.0,1,0,1,0,0,0,0,0,0,0,0,7.156176637480615,6.51027322136481,35.805027579936315
597,6,1994,0,0,0.0,3,0.0,636.0,1320,2,3,472.0,1,150000,1.0,1,0,1,0,0,0,0,0,0,0,0,7.1853870155804165,6.455214286486953,36.3318042491699
598,3,1916,0,0,0.0,3,0.0,216.0,936,1,2,0.0,0,78000,0.0,1,0,0,0,0,0,1,0,0,0,0,6.841615476477592,5.375324702908821,30.59411708155671
599,8,2007,0,0,186.0,3,0.0,1580.0,1580,2,3,830.0,1,235128,1.0,1,0,1,0,0,0,0,0,0,0,0,7.365180126021013,7.365186455114908,39.74921382870358
600,7,1971,0,0,351.0,3,1.0,1643.0,1824,2,3,739.0,1,302000,1.0,1,0,1,0,0,0,0,1,0,0,0,7.508787170634276,7.404285204446013,42.708313008125245
601,5,1975,0,0,0.0,3,0.0,864.0,1558,2,2,440.0,1,163000,1.0,1,0,1,0,0,0,0,1,0,0,0,7.351158226430694,6.76158434281115,39.4715087119811
602,6,1974,0,0,0.0,3,0.0,855.0,1322,2,2,440.0,1,147000,1.0,1,0,1,0,0,0,0,0,0,0,0,7.186901020411631,6.751113164774797,36.359317925395686
603,7,1915,0,0,0.0,3,0.0,910.0,1826,1,4,164.0,1,155000,1.0,1,0,0,1,0,0,0,0,0,0,0,7.509883061154913,6.813455588461506,42.731721238442994
604,7,1990,1,0,54.0,3,0.0,1309.0,1339,2,2,484.0,1,180000,1.0,1,0,1,0,0,0,0,1,0,0,0,7.199678345691172,7.177026405300124,36.59234892706397
605,7,2003,0,0,442.0,3,0.0,868.0,1146,2,3,438.0,1,187500,1.0,1,0,1,0,0,0,0,0,0,0,0,7.044032897274685,6.766203235331314,33.85262175962151
606,6,1976,1,0,255.0,3,0.0,1041.0,1125,1,2,352.0,1,125000,0.0,1,0,1,0,0,0,0,0,0,0,0,7.025538314638521,6.947946674716765,33.54101966249684
607,7,1936,0,0,0.0,3,0.0,1017.0,2057,1,3,180.0,1,250000,1.0,1,0,1,0,0,0,0,0,0,0,0,7.6290038896529575,6.924622228841909,45.35416188179427
608,5,1910,0,0,0.0,3,0.0,481.0,899,1,2,200.0,0,78000,0.0,1,0,0,1,0,0,0,0,0,0,0,6.80128303447162,6.1758880599104415,29.9833287011299
609,4,1910,0,0,0.0,3,0.0,828.0,1594,2,2,0.0,0,118000,0.0,1,0,0,1,0,0,0,0,0,0,0,7.374001859350161,6.719025231607016,39.92492955535426
610,8,2007,1,0,254.0,3,0.0,1694.0,1694,2,3,818.0,1,318000,1.0,1,0,1,0,0,0,0,0,0,1,0,7.434847875211999,7.434853778382298,41.15823125451335
611,8,1993,0,0,125.0,3,0.0,777.0,1911,2,3,471.0,1,215000,1.0,1,0,1,0,0,0,0,0,0,0,0,7.555381944240273,6.6554532202977,43.71498598878879
612,4,1925,0,0,0.0,3,0.0,432.0,672,1,2,0.0,0,72000,0.0,1,0,0,1,0,0,0,0,0,0,0,6.51025834052315,6.068448736124344,25.92296279363144
613,6,1976,0,0,160.0,3,0.0,1193.0,1523,2,2,478.0,1,180000,1.0,1,0,1,0,0,0,0,0,0,0,0,7.328437352895162,7.084234804292459,39.02563260217571
614,6,1986,0,0,132.0,3,0.0,1606.0,1651,2,2,616.0,1,184000,1.0,1,0,1,0,0,0,0,0,0,0,0,7.409136443920128,7.381508121137384,40.63249930782009
615,5,1959,0,0,132.0,3,0.0,1041.0,1041,1,2,270.0,1,124500,1.0,1,0,1,0,0,0,0,0,0,0,0,6.947937068614969,6.947946674716765,32.264531609803356
616,6,1940,0,0,0.0,3,0.0,981.0,1672,1,3,240.0,1,164900,0.0,1,0,0,1,0,0,0,0,0,0,0,7.421775793644647,6.8885826531933265,40.890096600521744
617,7,1969,1,0,168.0,3,0.0,1164.0,1164,1,2,528.0,1,140000,1.0,1,0,1,0,0,0,0,0,0,0,0,7.059617628291383,7.059626219319772,34.11744421846396
618,5,1958,1,0,0.0,3,0.0,1041.0,1041,1,2,294.0,1,128000,1.0,1,0,1,0,0,0,0,0,0,0,0,6.947937068614969,6.947946674716765,32.264531609803356
619,6,1978,0,0,40.0,3,1.0,450.0,1034,1,2,504.0,1,153000,0.0,1,0,1,0,0,0,0,1,0,0,0,6.9411900550683745,6.109269804739678,32.155870381627054
620,6,1910,0,0,0.0,3,0.0,796.0,1609,1,2,228.0,0,127500,0.0,1,0,0,1,0,0,0,0,0,0,0,7.3833681469923835,6.679611748579542,40.11234224026316
